mean,std,max_depth,min_samples_split,criterion,threshold,n_options,training_size
0.8152938894334973,0.17791599567375005,5,2,mse,14728.699999999999,6,0.1
0.6083625058280953,0.09473243740506866,5,2,mse,3161.0,7,0.1
0.7477398904153322,0.13245795531887927,5,2,mse,3267.2,7,0.1
0.969586536265159,0.066930953247744,5,2,mse,5138.5,7,0.1
0.8017791121277531,0.15466951560929948,5,2,mse,5495.0,7,0.1
0.7124597034903902,0.17977431784412354,5,2,mse,14728.699999999999,7,0.1
0.6224366295486861,0.07939231810525918,5,2,mse,3161.0,8,0.1
0.7788925983255727,0.09775386002366447,5,2,mse,3267.2,8,0.1
1.0,0.0,5,2,mse,5138.5,8,0.1
0.8970984500539279,0.12823575647274132,5,2,mse,5495.0,8,0.1
0.7629445021155956,0.19291038849089784,5,2,mse,14728.699999999999,8,0.1
0.6373252957693863,0.11130145546690534,5,2,mse,3161.0,9,0.1
0.7460574551782273,0.09535774487003769,5,2,mse,3267.2,9,0.1
0.9784458937943811,0.05404857413637106,5,2,mse,5138.5,9,0.1
0.8600660033898908,0.13701800670080563,5,2,mse,5495.0,9,0.1
0.7610457272752287,0.1712998724016622,5,2,mse,14728.699999999999,9,0.1
0.6081476343445062,0.1006737458597733,5,2,mse,3161.0,10,0.1
0.7317081722864515,0.11317383498392374,5,2,mse,3267.2,10,0.1
0.9726128172406678,0.06691294543106571,5,2,mse,5138.5,10,0.1
0.8802673855867498,0.11331169265257798,5,2,mse,5495.0,10,0.1
0.7834912094004493,0.14832641340754574,5,2,mse,14728.699999999999,10,0.1
0.6134386687257344,0.09884803320082465,5,2,mse,3161.0,11,0.1
0.7712544928587499,0.09770775561134616,5,2,mse,3267.2,11,0.1
0.9720092649766162,0.06836845156260483,5,2,mse,5138.5,11,0.1
0.8771694717746197,0.07990839378140456,5,2,mse,5495.0,11,0.1
0.7810198463537517,0.144164415517799,5,2,mse,14728.699999999999,11,0.1
0.6461291329562971,0.0939988624766114,5,2,mse,3161.0,12,0.1
0.8056726744301717,0.07381683646331735,5,2,mse,3267.2,12,0.1
0.9817045961624273,0.05631671730702409,5,2,mse,5138.5,12,0.1
0.8784901084508855,0.1035621081885953,5,2,mse,5495.0,12,0.1
0.6984081251837123,0.19004406151910394,5,2,mse,14728.699999999999,12,0.1
0.5842455565126381,0.09353629288013622,5,2,mse,3161.0,13,0.1
0.7188831458401359,0.10477832396337607,5,2,mse,3267.2,13,0.1
0.9827959331880901,0.06391358468997396,5,2,mse,5138.5,13,0.1
0.8762966622639331,0.11462295249863673,5,2,mse,5495.0,13,0.1
0.7978118474630083,0.1782077005377676,5,2,mse,14728.699999999999,13,0.1
0.641394035457106,0.09476102642261806,5,2,mse,3161.0,14,0.1
0.7455414077804711,0.09246594697073024,5,2,mse,3267.2,14,0.1
0.9378762315564252,0.08713264785903907,5,2,mse,5138.5,14,0.1
0.8336873535504529,0.12020090699646131,5,2,mse,5495.0,14,0.1
0.6828167860443035,0.15034905670592094,5,2,mse,14728.699999999999,14,0.1
0.664111820487918,0.11963981121178174,5,2,mse,3161.0,15,0.1
0.7759584778545522,0.11392394462979491,5,2,mse,3267.2,15,0.1
0.9636545574748162,0.07458619831345387,5,2,mse,5138.5,15,0.1
0.858952631670444,0.1192268820422595,5,2,mse,5495.0,15,0.1
0.7862173592275833,0.1581153335318027,5,2,mse,14728.699999999999,15,0.1
0.6367673561906262,0.0963148454234069,5,2,mse,3161.0,16,0.1
0.7817889613775986,0.09430691653701023,5,2,mse,3267.2,16,0.1
0.9769190379403794,0.05894243779608895,5,2,mse,5138.5,16,0.1
0.8441852090064185,0.13290114993444901,5,2,mse,5495.0,16,0.1
0.8013180634322694,0.16669145430931065,5,2,mse,14728.699999999999,16,0.1
0.661877776027747,0.0959154030799921,5,2,mse,3161.0,17,0.1
0.7791486804321903,0.08761276608612836,5,2,mse,3267.2,17,0.1
0.9813176757663566,0.05751149547266095,5,2,mse,5138.5,17,0.1
0.884935161645978,0.10028375989591888,5,2,mse,5495.0,17,0.1
0.8032303452202798,0.15470362310766225,5,2,mse,14728.699999999999,17,0.1
0.607547310574406,0.10128995953736422,5,2,mse,3161.0,18,0.1
0.7599290251992488,0.12463450923123,5,2,mse,3267.2,18,0.1
0.9907407407407408,0.04140866624999609,5,2,mse,5138.5,18,0.1
0.9040254538024648,0.08667067700469742,5,2,mse,5495.0,18,0.1
0.826596334723998,0.1775615352842158,5,2,mse,14728.699999999999,18,0.1
0.5899345444142242,0.0927581333320771,5,2,mse,3161.0,19,0.1
0.7398208897444659,0.11862813871200358,5,2,mse,3267.2,19,0.1
0.9871693121693124,0.04359083838088881,5,2,mse,5138.5,19,0.1
0.859436538590504,0.10862712892526967,5,2,mse,5495.0,19,0.1
0.7385395558794903,0.18559579851997393,5,2,mse,14728.699999999999,19,0.1
0.6022744184183779,0.08003121099976482,5,2,mse,3161.0,20,0.1
0.7649850047217214,0.08975885737036737,5,2,mse,3267.2,20,0.1
0.9815943992773262,0.05665242825611576,5,2,mse,5138.5,20,0.1
0.900456097903558,0.062035968745983446,5,2,mse,5495.0,20,0.1
0.7491137995304596,0.17420710061797648,5,2,mse,14728.699999999999,20,0.1
0.6210049562652962,0.10466148420032237,5,2,mse,3161.0,21,0.1
0.7452248376798926,0.11792785156477172,5,2,mse,3267.2,21,0.1
0.9591478240550912,0.0759124871990005,5,2,mse,5138.5,21,0.1
0.8241841025251991,0.1430903221222102,5,2,mse,5495.0,21,0.1
0.7009592744750239,0.19715276925235536,5,2,mse,14728.699999999999,21,0.1
0.5966119984444729,0.09001641087708867,5,2,mse,3161.0,22,0.1
0.7517373502250259,0.10325933683732319,5,2,mse,3267.2,22,0.1
0.9630273261065945,0.07586695431534093,5,2,mse,5138.5,22,0.1
0.8347222039016394,0.13422802949530518,5,2,mse,5495.0,22,0.1
0.7045404411764706,0.16350756851927803,5,2,mse,14728.699999999999,22,0.1
0.6003225377696346,0.10267717888677214,5,2,mse,3161.0,23,0.1
0.76669495798719,0.1150873496812631,5,2,mse,3267.2,23,0.1
0.9911764705882353,0.03946002313234924,5,2,mse,5138.5,23,0.1
0.9178236293578396,0.03617373190737782,5,2,mse,5495.0,23,0.1
0.8059826886400743,0.11921409056698888,5,2,mse,14728.699999999999,23,0.1
0.6315259425682761,0.13017680159732173,5,2,mse,3161.0,24,0.1
0.7822307102845625,0.09944602888219516,5,2,mse,3267.2,24,0.1
0.9908723501601342,0.040820091033509955,5,2,mse,5138.5,24,0.1
0.8526686468471005,0.14602008717348566,5,2,mse,5495.0,24,0.1
0.7847553952885044,0.18283494293721747,5,2,mse,14728.699999999999,24,0.1
0.5988302374957226,0.07955057789035543,5,2,mse,3161.0,25,0.1
0.7389360559186454,0.09256008572173878,5,2,mse,3267.2,25,0.1
0.951255894478894,0.07871798618944036,5,2,mse,5138.5,25,0.1
0.8247519850743361,0.14260598202010874,5,2,mse,5495.0,25,0.1
0.7511001690988443,0.17314665756671366,5,2,mse,14728.699999999999,25,0.1
0.5,0.0,5,2,mse,3161.0,1,0.2
0.5,0.0,5,2,mse,3267.2,1,0.2
0.5077496823427057,0.019896406047293865,5,2,mse,5138.5,1,0.2
0.8118768262201771,0.018601655429759834,5,2,mse,5495.0,1,0.2
0.5,0.0,5,2,mse,14728.699999999999,1,0.2
0.5,0.0,5,2,mse,3161.0,2,0.2
0.8324949236498498,0.1706953253249996,5,2,mse,3267.2,2,0.2
1.0,0.0,5,2,mse,5138.5,2,0.2
0.9220902565845558,0.01448190991441865,5,2,mse,5495.0,2,0.2
0.9622284601602127,0.005712572243371877,5,2,mse,14728.699999999999,2,0.2
0.5,0.0,5,2,mse,3161.0,3,0.2
0.7918068333073798,0.19607933941308317,5,2,mse,3267.2,3,0.2
1.0,0.0,5,2,mse,5138.5,3,0.2
0.9134680642967629,0.013863091735954574,5,2,mse,5495.0,3,0.2
0.9164521273179318,0.1424932775820805,5,2,mse,14728.699999999999,3,0.2
0.5381396048851275,0.08168124065049957,5,2,mse,3161.0,4,0.2
0.7802873134301687,0.13816682978851347,5,2,mse,3267.2,4,0.2
1.0,0.0,5,2,mse,5138.5,4,0.2
0.9130027165239902,0.017187039636913325,5,2,mse,5495.0,4,0.2
0.9639399830976968,0.0041884929922634834,5,2,mse,14728.699999999999,4,0.2
0.533111959201167,0.05389259484864716,5,2,mse,3161.0,5,0.2
0.776134291816882,0.10477336994525463,5,2,mse,3267.2,5,0.2
1.0,0.0,5,2,mse,5138.5,5,0.2
0.9227484238897861,0.01678013504716088,5,2,mse,5495.0,5,0.2
0.8903945596415761,0.1329377086232837,5,2,mse,14728.699999999999,5,0.2
0.5778424326610659,0.06180051570315988,5,2,mse,3161.0,6,0.2
0.7592529503159152,0.09705660913700963,5,2,mse,3267.2,6,0.2
1.0,0.0,5,2,mse,5138.5,6,0.2
0.9153635748421143,0.014882426338759766,5,2,mse,5495.0,6,0.2
0.8031542184683887,0.13175119504869273,5,2,mse,14728.699999999999,6,0.2
0.5536567888827733,0.0533746066745184,5,2,mse,3161.0,7,0.2
0.7356179467146485,0.08395232857905713,5,2,mse,3267.2,7,0.2
1.0,0.0,5,2,mse,5138.5,7,0.2
0.9110685158103115,0.013588612124729688,5,2,mse,5495.0,7,0.2
0.8136582559755092,0.11464132568263034,5,2,mse,14728.699999999999,7,0.2
0.6085767139482053,0.08010838421331129,5,2,mse,3161.0,8,0.2
0.7642932939278622,0.06506622600632053,5,2,mse,3267.2,8,0.2
1.0,0.0,5,2,mse,5138.5,8,0.2
0.9191659501002286,0.03361889863348193,5,2,mse,5495.0,8,0.2
0.8506856663127824,0.09692912569494892,5,2,mse,14728.699999999999,8,0.2
0.6444369878787735,0.10134537133255628,5,2,mse,3161.0,9,0.2
0.7986596438373245,0.07541756817472382,5,2,mse,3267.2,9,0.2
1.0,0.0,5,2,mse,5138.5,9,0.2
0.9513162762510626,0.0279328075776756,5,2,mse,5495.0,9,0.2
0.8169722042273035,0.1183675520497692,5,2,mse,14728.699999999999,9,0.2
0.6461181330341474,0.10496758130510782,5,2,mse,3161.0,10,0.2
0.782204639299209,0.07815975306829913,5,2,mse,3267.2,10,0.2
1.0,0.0,5,2,mse,5138.5,10,0.2
0.9252003926110944,0.028302450770382966,5,2,mse,5495.0,10,0.2
0.8398420653517407,0.09215597959987532,5,2,mse,14728.699999999999,10,0.2
0.6306320875493271,0.09019199381253426,5,2,mse,3161.0,11,0.2
0.7532535501403921,0.06826748909531159,5,2,mse,3267.2,11,0.2
1.0,0.0,5,2,mse,5138.5,11,0.2
0.9362457370540099,0.03061489764914406,5,2,mse,5495.0,11,0.2
0.8729035890265683,0.0720202943446969,5,2,mse,14728.699999999999,11,0.2
0.6290247909473541,0.08252172113678523,5,2,mse,3161.0,12,0.2
0.7754719665022106,0.07684303063910508,5,2,mse,3267.2,12,0.2
1.0,0.0,5,2,mse,5138.5,12,0.2
0.9304444849152261,0.02675619955123575,5,2,mse,5495.0,12,0.2
0.8468507047066822,0.13005917167200481,5,2,mse,14728.699999999999,12,0.2
0.6433408934836066,0.06902175692902615,5,2,mse,3161.0,13,0.2
0.7927432493740443,0.06264099115603554,5,2,mse,3267.2,13,0.2
1.0,0.0,5,2,mse,5138.5,13,0.2
0.9351719755623341,0.031635556722647756,5,2,mse,5495.0,13,0.2
0.8528662803208642,0.11454205771934362,5,2,mse,14728.699999999999,13,0.2
0.6335567657392491,0.09330860873498685,5,2,mse,3161.0,14,0.2
0.7869906220138756,0.06463546115244687,5,2,mse,3267.2,14,0.2
1.0,0.0,5,2,mse,5138.5,14,0.2
0.9252354712038494,0.03174182481479159,5,2,mse,5495.0,14,0.2
0.8537331779131794,0.05306590088604787,5,2,mse,14728.699999999999,14,0.2
0.6010093964073708,0.09567026685841977,5,2,mse,3161.0,15,0.2
0.7669136308339439,0.06337075126665756,5,2,mse,3267.2,15,0.2
1.0,0.0,5,2,mse,5138.5,15,0.2
0.9248040859703222,0.026152454025849987,5,2,mse,5495.0,15,0.2
0.8501591383013972,0.09230180957221641,5,2,mse,14728.699999999999,15,0.2
0.6498347761399702,0.07920081441060507,5,2,mse,3161.0,16,0.2
0.7937270876135123,0.056453142216557804,5,2,mse,3267.2,16,0.2
1.0,0.0,5,2,mse,5138.5,16,0.2
0.9239060102474754,0.031557637533377085,5,2,mse,5495.0,16,0.2
0.8530142370901327,0.10552241012163849,5,2,mse,14728.699999999999,16,0.2
0.6314720106442138,0.0773751528692038,5,2,mse,3161.0,17,0.2
0.7776633326332865,0.08100389670315324,5,2,mse,3267.2,17,0.2
1.0,0.0,5,2,mse,5138.5,17,0.2
0.9354382708207529,0.034302839010080605,5,2,mse,5495.0,17,0.2
0.8648521688660953,0.10208470065223217,5,2,mse,14728.699999999999,17,0.2
0.6095586100449972,0.06955421512802155,5,2,mse,3161.0,18,0.2
0.7881762282335086,0.07769961829697965,5,2,mse,3267.2,18,0.2
0.9895833333333334,0.046584749531245626,5,2,mse,5138.5,18,0.2
0.9112364846248715,0.08157262323026351,5,2,mse,5495.0,18,0.2
0.8146495495755428,0.12647668893206357,5,2,mse,14728.699999999999,18,0.2
0.6162388710442757,0.07910506137646633,5,2,mse,3161.0,19,0.2
0.7888873331140128,0.0542260606149336,5,2,mse,3267.2,19,0.2
1.0,0.0,5,2,mse,5138.5,19,0.2
0.9352253120549541,0.028893148506360003,5,2,mse,5495.0,19,0.2
0.8882993478870992,0.06772995324245264,5,2,mse,14728.699999999999,19,0.2
0.6462714312426614,0.09866926452889903,5,2,mse,3161.0,20,0.2
0.7933279210788454,0.07678576501289328,5,2,mse,3267.2,20,0.2
1.0,0.0,5,2,mse,5138.5,20,0.2
0.9246018939039414,0.024363313790723803,5,2,mse,5495.0,20,0.2
0.8663705293334543,0.0787577150287435,5,2,mse,14728.699999999999,20,0.2
0.6425519369649615,0.09278156825045564,5,2,mse,3161.0,21,0.2
0.7966511764956692,0.0703569889536175,5,2,mse,3267.2,21,0.2
1.0,0.0,5,2,mse,5138.5,21,0.2
0.9397985017429263,0.02784657925478803,5,2,mse,5495.0,21,0.2
0.8556582698399013,0.11055004461343565,5,2,mse,14728.699999999999,21,0.2
0.636032278694173,0.09449928372676214,5,2,mse,3161.0,22,0.2
0.7740977913934898,0.08130658357543505,5,2,mse,3267.2,22,0.2
1.0,0.0,5,2,mse,5138.5,22,0.2
0.9320515439426519,0.029280375665948002,5,2,mse,5495.0,22,0.2
0.8800534179192754,0.0554977414732655,5,2,mse,14728.699999999999,22,0.2
0.6259319601000745,0.06213465456610049,5,2,mse,3161.0,23,0.2
0.7755009090067704,0.07175752009965941,5,2,mse,3267.2,23,0.2
1.0,0.0,5,2,mse,5138.5,23,0.2
0.9346336320752178,0.030376714353637358,5,2,mse,5495.0,23,0.2
0.8773092262709102,0.08926046369422282,5,2,mse,14728.699999999999,23,0.2
0.5954598482134609,0.08059559937099774,5,2,mse,3161.0,24,0.2
0.7890657297396722,0.0785115976654514,5,2,mse,3267.2,24,0.2
1.0,0.0,5,2,mse,5138.5,24,0.2
0.9346662312006062,0.027581306908364325,5,2,mse,5495.0,24,0.2
0.7895704904404451,0.13421428834582028,5,2,mse,14728.699999999999,24,0.2
0.6121305414865124,0.10418534928151767,5,2,mse,3161.0,25,0.2
0.7833595181700647,0.06268580080978173,5,2,mse,3267.2,25,0.2
1.0,0.0,5,2,mse,5138.5,25,0.2
0.930150502663086,0.032486633175430386,5,2,mse,5495.0,25,0.2
0.8335151482127877,0.13142268272877436,5,2,mse,14728.699999999999,25,0.2
0.5,0.0,5,2,mse,3161.0,1,0.5
0.5,0.0,5,2,mse,3267.2,1,0.5
0.5065931481682291,0.034260698004559435,5,2,mse,5138.5,1,0.5
0.8090230390107701,0.035801415752590535,5,2,mse,5495.0,1,0.5
0.5,0.0,5,2,mse,14728.699999999999,1,0.5
0.5,0.0,5,2,mse,3161.0,2,0.5
0.8937386830603524,0.09348962640637336,5,2,mse,3267.2,2,0.5
1.0,0.0,5,2,mse,5138.5,2,0.5
0.9090243056951648,0.03194553528664009,5,2,mse,5495.0,2,0.5
0.9627113320778811,0.008508523022856027,5,2,mse,14728.699999999999,2,0.5
0.5,0.0,5,2,mse,3161.0,3,0.5
0.896327741389584,0.09411734450949093,5,2,mse,3267.2,3,0.5
1.0,0.0,5,2,mse,5138.5,3,0.5
0.91355793509242,0.019685770492937276,5,2,mse,5495.0,3,0.5
0.965124153174912,0.010482257091337939,5,2,mse,14728.699999999999,3,0.5
0.5,0.0,5,2,mse,3161.0,4,0.5
0.7976359582675018,0.08291864620767829,5,2,mse,3267.2,4,0.5
1.0,0.0,5,2,mse,5138.5,4,0.5
0.926838351169814,0.02793076054346009,5,2,mse,5495.0,4,0.5
0.9651692789480227,0.007073533528237525,5,2,mse,14728.699999999999,4,0.5
0.5125261061668276,0.04831907338194237,5,2,mse,3161.0,5,0.5
0.8200543947574527,0.08284616897386367,5,2,mse,3267.2,5,0.5
1.0,0.0,5,2,mse,5138.5,5,0.5
0.913713956042163,0.030288630170298876,5,2,mse,5495.0,5,0.5
0.9625026415275068,0.008587382076488756,5,2,mse,14728.699999999999,5,0.5
0.5175724445733896,0.03426781158330806,5,2,mse,3161.0,6,0.5
0.7761924827493678,0.06581338960673903,5,2,mse,3267.2,6,0.5
1.0,0.0,5,2,mse,5138.5,6,0.5
0.9130901780362283,0.03054183063178165,5,2,mse,5495.0,6,0.5
0.9131402490291955,0.07376511071388796,5,2,mse,14728.699999999999,6,0.5
0.5287114752297477,0.035256570159061126,5,2,mse,3161.0,7,0.5
0.754663019155101,0.07039583506534541,5,2,mse,3267.2,7,0.5
1.0,0.0,5,2,mse,5138.5,7,0.5
0.9166418464708247,0.035423655524408536,5,2,mse,5495.0,7,0.5
0.8285559861278585,0.11940466463259045,5,2,mse,14728.699999999999,7,0.5
0.5667081005221821,0.07112528449016173,5,2,mse,3161.0,8,0.5
0.7584560407942352,0.08359474744947945,5,2,mse,3267.2,8,0.5
1.0,0.0,5,2,mse,5138.5,8,0.5
0.9412726399833916,0.046677241699895206,5,2,mse,5495.0,8,0.5
0.9271893942169515,0.04358683196954992,5,2,mse,14728.699999999999,8,0.5
0.6152469384738483,0.07524210984733272,5,2,mse,3161.0,9,0.5
0.7800190298934774,0.06032541495029277,5,2,mse,3267.2,9,0.5
1.0,0.0,5,2,mse,5138.5,9,0.5
0.9406403344192021,0.033463807637472046,5,2,mse,5495.0,9,0.5
0.8973228197023972,0.04292893063014638,5,2,mse,14728.699999999999,9,0.5
0.6088794182410376,0.08269270767146153,5,2,mse,3161.0,10,0.5
0.7926156477564581,0.06066873897735478,5,2,mse,3267.2,10,0.5
1.0,0.0,5,2,mse,5138.5,10,0.5
0.9447394691783059,0.03519344252555589,5,2,mse,5495.0,10,0.5
0.9051580621174884,0.07011076041003207,5,2,mse,14728.699999999999,10,0.5
0.6291591528845343,0.0836853795346261,5,2,mse,3161.0,11,0.5
0.8063415054600215,0.06172598283500823,5,2,mse,3267.2,11,0.5
1.0,0.0,5,2,mse,5138.5,11,0.5
0.9343597918177989,0.03331140898236375,5,2,mse,5495.0,11,0.5
0.8923225092112993,0.0771841083962857,5,2,mse,14728.699999999999,11,0.5
0.6182375933053061,0.07002563712298167,5,2,mse,3161.0,12,0.5
0.8059868262575275,0.04724504825390588,5,2,mse,3267.2,12,0.5
1.0,0.0,5,2,mse,5138.5,12,0.5
0.9320380618158015,0.049018694444395036,5,2,mse,5495.0,12,0.5
0.8963510940880622,0.0652405327307735,5,2,mse,14728.699999999999,12,0.5
0.6299791168461513,0.10697590890260489,5,2,mse,3161.0,13,0.5
0.786791463926961,0.08406390811554361,5,2,mse,3267.2,13,0.5
1.0,0.0,5,2,mse,5138.5,13,0.5
0.94339474131035,0.03520919363512291,5,2,mse,5495.0,13,0.5
0.8753846953347661,0.09306477751478498,5,2,mse,14728.699999999999,13,0.5
0.6141784358717187,0.06761622136852528,5,2,mse,3161.0,14,0.5
0.8063500354319257,0.07578049672651557,5,2,mse,3267.2,14,0.5
1.0,0.0,5,2,mse,5138.5,14,0.5
0.9377143151635206,0.04408306202990822,5,2,mse,5495.0,14,0.5
0.9071953043876038,0.06650413393523529,5,2,mse,14728.699999999999,14,0.5
0.616950963882945,0.11804174624223383,5,2,mse,3161.0,15,0.5
0.8176849121927028,0.05797968403126711,5,2,mse,3267.2,15,0.5
1.0,0.0,5,2,mse,5138.5,15,0.5
0.9422181625349619,0.03081693083689986,5,2,mse,5495.0,15,0.5
0.8925793681420545,0.06048964460897619,5,2,mse,14728.699999999999,15,0.5
0.6186030300042182,0.08596813078342257,5,2,mse,3161.0,16,0.5
0.7633538066098267,0.06686236054647346,5,2,mse,3267.2,16,0.5
1.0,0.0,5,2,mse,5138.5,16,0.5
0.9333227994657933,0.03768068498975884,5,2,mse,5495.0,16,0.5
0.9145144156817366,0.047248978166314806,5,2,mse,14728.699999999999,16,0.5
0.5970377104366116,0.08284313015577455,5,2,mse,3161.0,17,0.5
0.799722244782262,0.05246991743111709,5,2,mse,3267.2,17,0.5
1.0,0.0,5,2,mse,5138.5,17,0.5
0.92799673163308,0.03554708783900773,5,2,mse,5495.0,17,0.5
0.8937776313344743,0.0509312141512762,5,2,mse,14728.699999999999,17,0.5
0.625007612705494,0.09442526403344559,5,2,mse,3161.0,18,0.5
0.8027434973542679,0.06573783126006083,5,2,mse,3267.2,18,0.5
1.0,0.0,5,2,mse,5138.5,18,0.5
0.93813186615448,0.03952692510788927,5,2,mse,5495.0,18,0.5
0.8756810822489051,0.054944413182397574,5,2,mse,14728.699999999999,18,0.5
0.5949124276343334,0.05808294144788983,5,2,mse,3161.0,19,0.5
0.779746198394762,0.06802214986332027,5,2,mse,3267.2,19,0.5
1.0,0.0,5,2,mse,5138.5,19,0.5
0.9398793607854383,0.04189287391063711,5,2,mse,5495.0,19,0.5
0.8965703188342644,0.0557694968747478,5,2,mse,14728.699999999999,19,0.5
0.6130624347269554,0.09029500367449575,5,2,mse,3161.0,20,0.5
0.8023158660029803,0.060070466757188204,5,2,mse,3267.2,20,0.5
1.0,0.0,5,2,mse,5138.5,20,0.5
0.9516755818353217,0.03389738733870809,5,2,mse,5495.0,20,0.5
0.8917250776958943,0.047908788874994224,5,2,mse,14728.699999999999,20,0.5
0.6557284211320248,0.0944332467104719,5,2,mse,3161.0,21,0.5
0.8186474212225967,0.05459140792749431,5,2,mse,3267.2,21,0.5
1.0,0.0,5,2,mse,5138.5,21,0.5
0.9439645618944092,0.0256309090463396,5,2,mse,5495.0,21,0.5
0.8906506839201874,0.08284003208356486,5,2,mse,14728.699999999999,21,0.5
0.6128878373297559,0.09674603690667183,5,2,mse,3161.0,22,0.5
0.7874041144286754,0.0649392695642927,5,2,mse,3267.2,22,0.5
1.0,0.0,5,2,mse,5138.5,22,0.5
0.9491625066119396,0.037806914859699434,5,2,mse,5495.0,22,0.5
0.9127293594043356,0.05493011276736183,5,2,mse,14728.699999999999,22,0.5
0.5988326497948073,0.07864082668167026,5,2,mse,3161.0,23,0.5
0.7699453755280626,0.07478946607637388,5,2,mse,3267.2,23,0.5
1.0,0.0,5,2,mse,5138.5,23,0.5
0.9455310883209609,0.03640223655808092,5,2,mse,5495.0,23,0.5
0.9052408509688277,0.05157417442752,5,2,mse,14728.699999999999,23,0.5
0.5976462041136116,0.09675103349771956,5,2,mse,3161.0,24,0.5
0.7801043617714967,0.07751541553454017,5,2,mse,3267.2,24,0.5
1.0,0.0,5,2,mse,5138.5,24,0.5
0.9427268895963223,0.03256213849692051,5,2,mse,5495.0,24,0.5
0.9056375350320229,0.0506705952182945,5,2,mse,14728.699999999999,24,0.5
0.6321716225437902,0.07405269734809848,5,2,mse,3161.0,25,0.5
0.7963216986034342,0.0643788990354198,5,2,mse,3267.2,25,0.5
1.0,0.0,5,2,mse,5138.5,25,0.5
0.9417042105897186,0.04538668642089544,5,2,mse,5495.0,25,0.5
0.892464289903525,0.05302729447838208,5,2,mse,14728.699999999999,25,0.5
0.5,0.0,5,2,mse,3161.0,1,0.7
0.5,0.0,5,2,mse,3267.2,1,0.7
0.4938590603010309,0.05549100048465727,5,2,mse,5138.5,1,0.7
0.8144616194287103,0.05905436289145375,5,2,mse,5495.0,1,0.7
0.5,0.0,5,2,mse,14728.699999999999,1,0.7
0.5,0.0,5,2,mse,3161.0,2,0.7
0.8495972186136358,0.15266254873685156,5,2,mse,3267.2,2,0.7
1.0,0.0,5,2,mse,5138.5,2,0.7
0.9118480130980131,0.056110837326276426,5,2,mse,5495.0,2,0.7
0.961238863961111,0.015154407062337278,5,2,mse,14728.699999999999,2,0.7
0.5,0.0,5,2,mse,3161.0,3,0.7
0.9159529025357406,0.019191707019769084,5,2,mse,3267.2,3,0.7
1.0,0.0,5,2,mse,5138.5,3,0.7
0.9277859987234987,0.038264835511013624,5,2,mse,5495.0,3,0.7
0.9553118226832467,0.019209207001929213,5,2,mse,14728.699999999999,3,0.7
0.5,0.0,5,2,mse,3161.0,4,0.7
0.821279339643754,0.0809869886449899,5,2,mse,3267.2,4,0.7
1.0,0.0,5,2,mse,5138.5,4,0.7
0.9088683885558886,0.045974943106312754,5,2,mse,5495.0,4,0.7
0.9655710616149001,0.017371541852635557,5,2,mse,14728.699999999999,4,0.7
0.5,0.0,5,2,mse,3161.0,5,0.7
0.7932976073888871,0.08186837943929057,5,2,mse,3267.2,5,0.7
1.0,0.0,5,2,mse,5138.5,5,0.7
0.9020815295815294,0.0635704008031013,5,2,mse,5495.0,5,0.7
0.9713146797836881,0.014122795471949178,5,2,mse,14728.699999999999,5,0.7
0.5183574836656832,0.04743983908160806,5,2,mse,3161.0,6,0.7
0.7737820856508681,0.11084544685451249,5,2,mse,3267.2,6,0.7
